Chr,Start,End,Strand,Gene_ID
5,83819123,83822439,-,107852088
5,83925433,83929223,-,107852079
5,84276318,84297941,+,107852081
5,84607218,84633091,-,107852084
5,84881031,84890913,+,107852078
5,84891373,84894013,+,124898517
5,84991421,84992290,-,107852077
5,85468760,85469604,+,107852076
5,85853759,85856888,+,107852087
5,87432775,87436884,-,107854453
5,87516425,87518745,+,107854452
5,88432210,88435618,+,124898900
5,88435608,88437907,+,107870815
5,88478145,88479150,-,107871878
5,88725969,88754083,+,124898519
5,89426905,89448000,-,107870816
5,89703973,89704488,+,107871880
5,89905630,89907302,-,107872482
5,90003442,90010158,+,107870817
5,90012535,90015323,-,107870818
5,90222119,90222766,+,107871882
5,90223827,90230369,-,107870820
5,90421605,90436524,-,107870864
5,91862637,91895797,-,107870763
5,91928719,91953245,-,107870764
5,93131374,93147799,-,107870766
5,93481769,93497829,-,107870768
5,93805431,93810742,-,124898904
5,94057920,94156162,+,107870769
5,94568374,94569320,-,124898522
5,95087033,95115953,+,107870773
5,95268069,95280880,+,107872470
5,96371418,96372200,+,107853732
5,97346896,97355577,-,124898523
5,97668569,97684725,-,107870879
5,97781835,97788300,-,107870878
5,97908071,97909184,-,107871913
5,97936519,97952132,+,107870877
5,98147739,98148281,+,107871911
5,99108585,99139822,-,107870724
5,99256830,99257641,+,107871833
5,99522677,99539309,+,107870725
5,100115878,100160013,-,107870727
5,100281764,100283840,-,124898838
5,100291972,100296479,+,107870728
5,100297785,100318787,-,107870730
5,100583003,100584052,+,107870732
5,100585971,100589433,-,107870731
5,100654883,100660628,-,107871837
5,100742691,100746095,-,107870733
5,100784975,100798836,-,107871838
5,101089339,101108799,+,107870734
5,102016538,102059935,-,107870633
5,102330562,102363270,+,107870632
5,102751440,102816385,+,107870630
5,103762403,103772244,+,107870860
5,103914167,103918797,+,107870861
5,104010332,104013867,-,107870862
5,104030371,104031469,+,107871906
5,104148610,104187318,+,107852803
5,104637244,104652740,+,107852802
5,104795970,104816668,+,124898526
5,106028024,106029494,+,107870856
5,106394218,106438501,+,107870854
5,107107003,107138777,+,107870853
5,107960508,107961250,-,124898915
5,108331340,108337152,-,107852981
5,108334898,108350606,-,107852979
5,108644933,108647883,+,107872465
5,108696148,108733418,-,107870754
5,108850952,108851461,-,107871845
5,109495189,109496591,+,107852988
5,109577107,109616620,+,107852992
5,110535845,110546948,+,107852995
5,111315818,111316489,+,124898527
5,111555655,111564644,-,107852993
5,112204889,112301152,-,107852991
5,112803950,112806248,+,107852996
5,113586861,113639982,+,107870618
5,113640936,113641609,+,107871782
5,114186975,114196066,+,107870617
5,114234931,114235683,-,107871779
5,114284161,114294196,+,107870615
5,116447067,116460523,-,107870735
5,116994023,117001469,+,107870872
5,117594514,117597652,-,124898528
5,117622792,117659681,-,107870867
5,117747373,117775924,+,107870866
5,118030385,118053762,-,107870865
5,118065798,118066256,+,124898529
5,118116902,118117471,+,124898530
5,118637527,118638354,+,107871908
5,119219280,119264052,+,107870850
5,119859679,119863695,-,107870851
5,120063736,120085813,-,107870703
5,120267128,120272329,+,107870701
5,120268696,120273432,-,107870702
5,121348395,121353668,+,107870683
5,121639097,121662494,-,107870791
5,122147295,122161535,-,107870789
5,122483672,122490047,-,107870788
5,122759874,122773097,+,124898531
5,122814709,122819427,+,107870785
5,123162786,123164409,-,107871863
5,123276142,123277061,-,107872472
5,123477889,123490559,+,107870758
5,124336337,124342389,+,107870628
5,124423146,124424605,-,107872415
5,124911838,124912527,+,107852831
5,124912532,124916311,+,107852830
5,124943737,124951050,-,107852829
5,124980920,124983083,+,107852827
5,125072603,125077367,+,107852833
5,125145358,125151484,-,107852837
5,125508687,125537167,-,107852832
5,125523036,125523446,-,124898919
5,125523603,125523944,-,124898921
5,125876839,125883015,-,107870613
5,126675065,126683238,+,107870692
5,127625278,127625997,+,124898533
5,127895400,127908591,-,107870807
5,128078086,128092748,+,107870806
5,128312775,128354340,+,107870804
5,128322710,128336708,+,107870802
5,129029950,129030558,+,124898535
5,129218119,129226759,+,107871870
5,129691946,129696554,-,107870798
5,130028307,130031284,+,107852523
5,132453094,132483102,+,107870741
5,132837101,132878540,+,107870739
5,133096254,133124202,+,107870738
5,133241570,133264363,-,107870736
5,133643869,133656620,-,107872501
5,134410765,134466299,-,107870880
5,135673452,135674045,+,107871920
5,135686842,135687507,-,124898539
5,135976710,136000487,+,107870882
5,136108895,136112970,-,107870883
5,136978815,136980942,-,107852529
5,137727653,137770192,+,107852525
5,137878136,137878522,+,107871823
5,138516576,138518387,+,107870812
5,139431170,139432084,-,124898540
5,139922062,139928763,+,107870811
5,140481330,140519117,+,107870810
5,141033422,141036160,+,107870753
5,141501302,141510787,+,107870793
5,141916998,141922838,+,107870794
5,143087559,143125187,-,107870777
5,143177993,143178844,-,124898541
5,144025142,144025576,-,124898542
5,144033744,144038650,+,107870782
5,144655259,144656847,+,107872401
5,145084575,145100312,+,107870586
5,145405602,145410402,-,107870722
5,145577233,145586357,-,107871832
5,145778839,145780665,-,124898543
5,145873073,145875300,-,107870713
5,145876423,145878008,-,124885111
5,145977791,145995861,+,107852527
5,146214661,146218460,-,107843510
5,146218736,146226307,-,107843511
5,146868131,146872572,+,107843508
5,146874582,146877605,-,107843509
5,147391921,147392535,-,107844531
5,147608990,147609361,-,107845055
5,147754029,147757193,+,124898926
5,147784728,147785096,-,124898544
5,147933606,147933995,+,124898545
5,148252356,148253020,-,124898546
5,148534790,148536187,-,107876434
5,148580445,148588043,+,107877797
5,148588148,148594338,-,107877796
5,149098720,149103898,-,107877798
5,149162395,149164075,+,124898547
5,149380730,149381657,+,107871770
5,149845899,149863894,-,107870594
5,150829574,150829882,-,107871768
5,150990988,150993345,-,124898548
5,151407981,151413227,-,107870592
5,151493412,151500156,+,107870890
5,152145364,152152881,-,107870891
5,152271648,152281421,-,107870892
5,152380537,152383600,+,107872513
5,152384192,152389515,-,107870893
5,152713994,152722656,+,107872514
5,152758532,152759874,+,107870894
5,152763007,152764440,-,107872516
5,152934010,152934696,+,107870895
5,153142401,153143291,+,124898933
5,153187796,153193306,+,107870897
5,153193583,153196927,-,107872517
5,153273768,153277948,+,107872518
5,153336658,153343356,-,107872519
5,153856823,153863418,-,107878629
5,153930170,153932240,-,107877393
5,154041655,154062912,-,107878628
5,154381160,154388566,+,107870589
5,154601312,154603957,-,107854119
5,155193267,155197699,+,107854121
5,155418639,155421385,-,107854118
5,155525038,155563207,-,124898549
5,155856252,155857028,+,107854117
5,156435636,156439618,-,107870689
5,156473829,156485741,-,107870690
5,156679215,156679955,-,124898551
5,156828502,156831738,+,107870691
5,157842603,157844832,+,107852248
5,157953808,157962028,+,107852249
5,158139189,158146015,-,107843507
5,158214524,158214901,-,107844526
5,158258397,158262383,-,124898552
5,158302781,158308215,+,107843504
5,158361929,158400911,+,107844524
5,158711068,158713080,-,107843501
5,158783242,158794813,+,107843502
5,158818656,158821062,-,107845012
5,158822478,158826583,-,107845014
5,159220540,159225607,-,107844520
5,159294348,159295960,+,107844519
5,159448494,159454115,+,107871778
5,159890283,159891120,-,107870607
5,160325894,160334429,-,107870610
5,160352340,160355147,-,124898936
5,160516942,160534455,-,107870611
5,160693794,160698429,+,107870604
5,160699063,160704657,-,107870605
5,161259699,161263184,+,107870606
5,161302398,161305045,+,107872411
5,161955800,161961562,-,107870907
5,162192433,162211369,+,107870906
5,163091662,163092123,+,107870905
5,163094743,163099829,-,107871924
5,163700918,163702083,-,107872529
5,164050823,164055443,-,107870920
5,164272567,164291800,-,107870922
5,164339716,164341415,+,107872524
5,164460522,164465229,-,107872526
5,164671467,164672096,+,107871935
5,164788003,164792440,+,107872534
5,164802297,164805324,+,107871933
5,164909537,164913678,+,107872532
5,165119989,165127548,-,107870924
5,165399481,165401774,-,107870923
5,165555320,165555730,+,124898553
5,165653430,165672277,-,107870950
5,166195100,166215692,-,107870952
5,167067279,167069030,-,107872551
5,167228901,167237910,+,107870953
5,167235002,167243967,-,107870954
5,167300990,167301620,+,124898554
5,167353368,167363669,-,107870955
5,167682135,167701619,+,107870957
5,167814716,167815555,-,124898938
5,168107432,168114366,+,107870938
5,168412175,168426510,+,107870600
5,168638149,168664736,-,107870599
5,168687012,168688129,+,107871776
5,168777657,168792987,-,107870598
5,169032769,169033275,-,107871775
5,169642243,169643827,-,124898555
5,169717465,169718768,+,107871774
5,169875944,169880059,-,107871773
5,170177832,170178879,-,107871771
5,170188240,170194203,-,107870596
5,170556394,170557584,+,107871936
5,170580111,170594038,+,107870928
5,170594807,170596457,-,107872535
5,170596387,170600343,-,107871937
5,170686526,170752773,+,107870929
5,171270513,171271313,+,107872536
5,171493197,171496090,+,107871939
5,171501884,171523309,-,107870930
5,171971778,171972276,+,107871940
5,171978992,171985888,-,107870931
5,172179362,172180555,+,107870935
5,172180330,172197077,-,107870934
5,173137579,173138142,-,107871942
5,173432804,173436798,+,107872540
5,173503770,173506399,-,107871947
5,173520956,173524291,+,107870940
5,173708317,173709285,-,107871946
5,173754880,173756148,-,107871944
5,173951124,173965390,-,107870939
5,174234469,174241740,-,107870941
5,174358610,174362045,+,107872545
5,174794554,174803290,-,107870943
5,175302227,175315785,+,107872548
5,175467059,175469061,+,124898557
5,175469148,175472225,+,107872547
5,175558942,175559556,+,124898558
5,176327723,176328979,+,107872555
5,176473617,176474961,+,107870958
5,176530779,176533169,+,107870959
5,176684315,176686254,+,107870961
5,176685671,176718517,-,107870960
5,176804424,176805911,+,107872549
5,176832301,176835054,-,107870948
5,176836673,176850127,-,107870949
5,176950208,176951752,+,107870947
5,176994927,176995656,+,107856158
5,177004669,177008359,+,124898559
5,177539002,177553562,+,107870962
5,177638380,177640209,+,107870963
5,177645834,177653879,+,107870964
5,177721832,177733546,-,124898560
5,177817897,177825431,+,107870965
5,178080750,178087782,+,107870969
5,178151030,178153359,-,107870970
5,178482145,178482885,-,124898561
5,178828032,178829430,-,107852364
5,179107564,179111275,-,124898562
5,179225112,179225426,-,107871957
5,179367990,179381051,+,107872561
5,179722937,179733367,-,107854800
5,179899171,179906411,+,107870971
5,179946069,179946524,+,107871969
5,180025668,180029804,+,107870972
5,180113344,180113706,-,107871971
5,180144335,180145780,+,107870973
5,180315044,180318699,+,107870974
5,180443168,180446216,+,124898566
5,180597139,180599994,-,124898947
5,180829892,180831085,-,107872563
5,181060750,181066174,+,124898568
5,182107830,182149293,+,107871972
5,182211429,182213442,-,124898569
5,182311560,182313784,+,107870975
5,182498413,182499222,+,107871973
5,182514874,182537638,-,107870977
5,182581218,182583179,+,107870978
5,182583255,182586564,+,107871974
5,182682424,182686453,-,107870979
5,182900786,182926006,+,107870980
5,183059040,183063578,-,107870981
5,183219701,183220736,-,124898570
5,183271204,183275893,+,107870983
5,183365340,183368178,+,107870984
5,183536483,183539223,-,107872571
5,183621233,183632401,-,107870992
5,183698560,183700172,-,124898571
5,183832010,183833574,-,107870991
5,183877566,183888667,-,107870990
5,184008482,184013940,-,107870988
5,184409390,184415081,+,107870986
5,184427506,184448557,-,107870985
5,184608280,184613532,+,107852962
5,184627291,184631098,-,107852958
5,184770361,184773499,-,107852959
5,185003477,185007687,-,107852957
5,185211926,185215399,-,124898574
5,185312601,185318575,+,107871038
5,185321235,185323322,-,124898575
5,185339852,185345937,-,107872578
5,185450691,185454404,-,107872587
5,185798031,185801418,-,107872000
5,186138634,186143787,+,124898956
5,186214795,186215187,+,124898579
5,186336056,186341744,+,107870994
5,186349595,186351629,-,107872573
5,186426351,186426968,-,124898580
5,186678351,186679376,-,107871977
5,186712914,186714690,+,107872572
5,187279196,187281816,+,107852951
5,187295196,187302030,-,107852955
5,187420393,187421175,+,107852941
5,187459312,187467751,-,107852961
5,187526941,187528202,-,107852948
5,187889771,187909279,+,107854143
5,187917748,187919950,+,107854142
5,188010262,188032338,+,107854147
5,188174136,188174991,-,107871992
5,188210814,188212569,+,124898581
5,188713900,188720329,-,107871033
5,188782257,188787662,+,107871034
5,189058291,189062476,+,107871036
5,189826940,189836568,-,107855696
5,190020218,190026721,+,107871046
5,190089653,190090442,+,107872589
5,190117465,190118319,+,107872590
5,190272381,190273965,+,107871049
5,190290851,190293452,-,124898582
5,190332812,190347327,+,107871050
5,190369301,190375382,+,107871052
5,190523158,190523616,+,124898583
5,190896047,190898985,-,107872005
5,190928234,190928776,+,124898584
5,190932975,190934195,-,124898585
5,190966791,190971705,+,107871055
5,191038494,191040792,-,124898586
5,191196001,191197018,+,107872600
5,191207339,191208880,+,107872018
5,191400605,191459674,-,107871069
5,191510235,191518174,+,107871067
5,191588807,191590042,-,107872597
5,191811146,191812888,+,107871066
5,192136603,192137133,-,107872016
5,192855894,192859784,-,124898587
5,192924028,192928717,+,124898589
5,193329219,193332854,+,107871064
5,193332811,193339417,-,107871063
5,193438020,193455504,-,107871062
5,193467880,193469217,+,124898590
5,193566948,193585034,-,107871060
5,193591179,193594618,-,107871059
5,193678958,193703968,+,107872594
5,193705279,193706208,-,107872011
5,193941790,193943159,-,124898592
5,194822884,194827199,+,107872591
5,196135033,196135968,-,107872013
5,196277647,196278815,-,107872603
5,196369416,196370440,+,107871071
5,196426170,196427334,+,107871072
5,196448115,196459892,-,107871073
5,197163402,197163926,+,124898594
5,197645401,197647313,+,124898967
5,197673474,197674516,-,124898595
5,197722431,197724698,+,124898597
5,197754531,197756375,-,124898969
5,197765230,197774489,+,124898970
5,197842285,197842938,+,124898598
5,198071123,198074534,+,124898852
5,198823474,198824016,-,124898599
5,198830314,198832885,+,124898600
5,199012043,199012546,+,124898601
5,199218610,199237949,-,107871074
5,199446940,199453889,-,124898973
5,199514177,199528347,-,107872612
5,199526093,199526852,+,124898604
5,199603385,199604860,-,124898976
5,199605805,199606719,-,124898605
5,199626512,199632903,-,107871098
5,199672854,199681264,-,107871095
5,199681596,199691158,+,124898977
5,199994983,200004545,-,124898978
5,200004846,200013287,+,124898979
5,200053233,200059629,+,124898980
5,200079525,200080511,+,124898981
5,200081282,200082756,+,124898982
5,200157794,200171964,+,124898986
5,200159289,200160048,-,124898606
5,200232425,200239238,+,107871099
5,200336395,200337322,+,107872613
5,200448203,200467531,+,124898987
5,200979067,200982691,+,107872609
5,201018026,201024710,+,107871093
5,201033041,201039506,+,107871092
5,201041659,201042006,-,107872034
5,201054412,201056975,+,107871091
5,201126264,201134785,+,107871090
5,201153035,201158194,+,107871089
5,201159766,201163507,-,107871088
5,201175895,201177380,-,107872032
5,201177513,201184601,-,107871086
5,201227189,201230614,+,107871084
5,201241866,201243258,+,124898608
5,201270934,201272943,+,107872608
5,201361782,201370486,+,107871083
5,201376828,201379829,-,107871082
5,201377106,201378519,-,107871081
5,201392740,201396248,-,107871080
5,201549926,201551052,+,107872029
5,201701170,201702781,+,107853001
5,201729289,201730865,+,107853000
5,201756502,201757985,+,107872616
5,201852287,201853331,-,107872037
5,201853761,201855552,-,107872614
5,202014887,202015735,-,107872038
5,202255078,202259889,-,107872041
5,202312456,202314397,-,107872617
5,202521060,202533586,+,107871101
5,202534634,202540984,+,107872044
5,202622446,202629514,+,107871102
5,202632281,202634428,-,107871103
5,202754091,202757932,-,107871105
5,202777101,202784421,+,107871107
5,202783700,202812907,-,107872046
5,203013098,203036062,-,124898614
5,203305152,203308066,-,107871112
5,203321355,203332829,-,107871113
5,203397432,203400958,+,107871114
5,203521487,203529330,+,107872623
5,203758011,203763965,-,107872624
5,203908847,203911340,+,107871115
5,203975678,203993308,+,107871116
5,203998118,203999055,-,107871117
5,204002391,204012895,-,107871118
5,204213440,204219804,+,107871119
5,204221044,204231189,-,107871120
5,204254165,204258564,-,107871122
5,204449692,204471580,+,107872156
5,204617207,204628360,+,107871125
5,204631213,204638718,+,107871124
5,204787289,204792104,+,107871126
5,204885521,204907001,+,107872068
5,204943717,204947742,+,107872069
5,204957899,204959237,-,107871127
5,205022932,205025739,-,107871130
5,205165687,205167577,+,124898989
5,205295509,205297480,+,107869139
5,205317759,205320406,-,107871131
5,205442143,205443599,+,107871108
5,205610567,205613523,-,107872619
5,205623583,205627569,-,107871109
5,205677098,205679866,+,107871132
5,206161160,206163607,-,107871133
5,206215610,206216462,-,107872072
5,206221018,206223465,+,107872628
5,206351475,206384870,-,107871134
5,206588022,206597957,-,107871136
5,206681355,206684281,+,107871137
5,206684959,206697035,-,107871138
5,206811413,206813967,-,107872629
5,206880462,206884413,+,107872075
5,206969355,206980881,+,107871139
5,206974153,206974921,-,124898616
5,206991975,206993295,+,107872077
5,207006685,207015402,+,107872078
5,207103915,207107908,+,107871140
5,207264059,207265216,+,107872083
5,207298135,207302087,+,107871141
5,207323395,207334615,-,107871142
5,207337037,207354389,-,107871143
5,207356537,207357415,+,124898617
5,207359881,207360599,-,124898753
5,207369331,207373606,-,107872632
5,207388959,207397885,-,107871144
5,207424983,207441129,+,107871145
5,207450568,207451242,+,107872086
5,207452388,207469052,-,107871146
5,207580791,207588872,+,107871147
5,207592658,207610640,-,107871148
5,207693713,207694045,+,124898618
5,207726608,207731144,+,107871149
5,207929524,207933058,-,107871150
5,208049835,208054808,+,107871152
5,208128179,208139850,+,107871153
5,208140687,208144940,-,107871154
5,208753190,208756587,+,107872088
5,209010386,209016486,-,107871155
5,209044738,209049398,+,107871156
5,209051966,209055542,+,107871157
5,209057405,209061913,-,107872638
5,209136934,209147963,-,107871158
5,209265847,209268131,-,107872090
5,209314917,209322299,+,107872091
5,209382695,209385420,-,107872639
5,209412915,209414997,+,107871160
5,209415160,209422194,-,107871159
5,209466712,209467227,-,107872095
5,209486994,209488173,+,107872096
5,209771524,209773359,-,107871190
5,209853043,209870913,+,107871192
5,209873536,209880211,+,107871193
5,209881566,209891326,-,107871194
5,209906029,209914472,-,107871195
5,209958906,209970216,+,107871197
5,209996800,209997678,+,124898620
5,210024812,210026329,-,107871198
5,210049869,210051650,+,107872644
5,210061484,210063050,+,107871199
5,210100772,210103255,+,107871200
5,210117419,210119265,+,107872645
5,210139384,210140097,+,107872103
5,210315739,210331851,-,107871202
5,210495223,210508238,+,107871203
5,210742816,210743870,-,107871210
5,210750825,210755144,-,107871209
5,210757498,210778038,+,107871206
5,210763356,210773054,+,107871205
5,210779080,210780723,-,107871208
5,210845601,210848538,+,107871213
5,211341790,211344652,-,107872650
5,211364336,211375576,-,107871212
5,211412939,211414037,-,107872647
5,211481141,211482257,+,124898621
5,211482323,211482823,+,107872111
5,211784292,211790859,+,107871217
5,211791002,211793685,-,107872651
5,211832414,211837711,-,107871218
5,211860375,211866712,-,107871219
5,211878151,211884031,+,107872655
5,212088625,212098321,+,107872656
5,212181970,212184806,-,107871221
5,212223128,212237878,+,107871222
5,212239158,212243512,-,107871223
5,212247105,212251055,-,107871224
5,212257387,212268105,-,107871225
5,212280888,212282697,-,124898767
5,212340283,212341122,-,107872116
5,212348323,212349616,-,107872658
5,212356094,212363794,-,107871227
5,212357930,212358781,+,107872117
5,212397636,212398866,-,107871228
5,212401507,212416707,-,107871229
5,212452885,212456978,-,107871230
5,212477876,212482265,-,107871231
5,212487959,212496516,-,107871232
5,212527168,212532892,+,107871233
5,212534065,212539180,-,107871234
5,212549963,212556192,-,107871235
5,212592040,212605450,-,107871236
5,212615165,212621690,+,107871237
5,212631921,212637657,-,107871238
5,212647699,212649038,+,107872120
5,212677906,212681450,+,107871239
5,212688858,212690565,+,107871241
5,212695200,212704080,+,107871240
5,212704849,212724595,-,107871242
5,212776783,212796518,-,107872123
5,212808794,212811067,+,107872662
5,212966763,212988070,-,107871244
5,213021385,213024946,-,107871245
5,213030425,213038695,-,107871246
5,213046048,213051089,+,107871248
5,213052911,213061491,-,107871247
5,213064320,213064958,+,107872124
5,213303146,213311155,+,107871249
5,213311294,213321680,+,107871250
5,213351852,213359656,+,107871251
5,213360853,213373563,-,107871252
5,213375067,213379662,+,107871253
5,213391853,213395780,-,107872664
5,213398549,213404487,-,107871254
5,213411584,213420050,-,107872127
5,213522154,213529639,+,107871259
5,213575075,213576841,+,107872667
5,213601319,213610836,-,107871260
5,213629083,213630327,-,124898622
5,213707322,213707786,+,107872668
5,213727115,213727783,+,124898624
5,213763060,213763554,+,107871280
5,213813047,213813544,+,107872139
5,213984678,213985801,+,107872142
5,214013132,214013719,-,107872141
5,214017923,214026960,-,107871289
5,214065734,214069714,+,107871288
5,214101890,214136456,-,107871287
5,214137421,214139924,+,107871286
5,214142458,214145371,-,107871284
5,214156620,214165729,+,107871283
5,214171321,214175400,-,107871282
5,214267053,214272204,-,107872671
5,214284369,214289626,+,107871279
5,214294194,214299930,-,107871278
5,214316673,214331412,-,107871276
5,214335939,214345678,+,107871274
5,214347612,214350373,-,107872134
5,214354700,214361958,-,107871273
5,214362921,214367338,-,107872133
5,214370587,214373653,-,107871272
5,214390327,214393779,+,107872670
5,214398698,214408309,-,107871271
5,214541801,214545153,+,124898781
5,214680288,214682404,-,107871256
5,214760189,214762450,+,107872148
5,214793031,214795930,-,107872678
5,214802224,214805968,+,107872679
5,214836855,214841962,+,107871299
5,214848586,214854211,+,107871300
5,214854919,214859144,-,107872151
5,214871921,214874818,+,107872152
5,214876806,214879284,+,107872680
5,214879885,214883935,-,107871301
5,214886105,214895863,+,107871302
5,214904012,214905783,-,107872153
5,214984308,214991373,-,107872154
5,215054919,215055503,+,124898783
5,215055570,215056190,+,107872676
5,215064394,215075095,+,107871298
5,215148017,215150169,+,107872145
5,215150341,215161836,-,107871297
5,215175230,215180279,+,107871296
5,215181163,215183529,-,107871295
5,215218272,215221970,-,107872675
5,215322588,215338579,-,107871293
5,215361250,215363310,-,107872674
5,215370136,215381917,-,107871292
5,215406472,215411589,+,107871290
5,215421310,215432024,+,107853692
5,215439831,215446349,+,107853691
5,215561590,215565338,+,107853668
5,215573055,215579643,-,107853724
5,215583499,215590650,-,107853722
5,215598512,215603579,+,107853696
5,215603701,215606727,-,107853679
5,215642832,215652658,+,107853688
5,215658938,215662659,-,107853701
5,215664046,215666592,+,107853666
5,215669080,215671127,-,107853702
5,215677295,215686292,-,107853714
5,215696752,215702038,+,107853709
5,215711249,215711965,-,107853707
5,215745668,215755178,+,107853706
5,215762308,215767986,+,107853717
5,215774417,215781732,-,107853699
5,215851662,215854696,-,107853725
5,215862684,215869700,+,107853712
5,215879383,215885042,+,107853716
5,215886780,215896150,+,107853710
5,215902209,215927382,-,107853695
5,215927485,215928563,-,107853703
5,215929512,215930612,+,107853711
5,215957891,215961075,-,107853690
5,215966532,215979166,+,107853689
5,215979298,215983047,+,107853697
5,215983462,215994177,-,107853698
5,215996717,216005986,+,107853718
5,216016353,216025615,+,107853693
5,216057493,216061469,-,107871311
5,216176243,216177335,-,107872168
5,216189509,216194098,+,107872684
5,216257541,216258174,+,124898788
5,216258407,216259641,+,124898627
5,216262622,216264965,+,107872163
5,216284903,216287571,-,107871310
5,216288060,216290697,+,124898789
5,216294106,216297951,+,107872161
5,216340215,216343360,+,124898628
5,216350030,216351299,+,107871308
5,216355588,216358740,+,107871463
5,216397407,216398182,-,124898629
5,216398822,216446615,+,107877111
5,216399275,216403129,-,107872158
5,216406816,216412360,+,107871305
5,216492937,216494557,+,107877112
5,216494607,216496000,+,107876471
5,216497860,216512764,-,124898630
5,216512962,216514056,-,124898631
5,216515592,216517270,+,124898632
5,216652535,216662428,-,124898633
5,216745741,216749705,-,107853660
5,216795700,216796155,+,107853658
5,216815457,216818487,+,107853657
5,216819049,216821065,-,107853656
5,216820974,216821339,-,107853655
5,216828398,216829854,+,124898793
5,216831052,216831596,+,124885143
5,216833235,216834383,-,107853652
5,216835923,216842224,+,107853715
5,216887729,216890517,+,107853673
5,216946251,216947711,-,124898634
5,216992165,216997339,-,124898795
5,217023032,217055181,+,107853686
5,217052967,217053949,-,107853685
5,217055092,217063079,-,107853684
5,217058472,217061026,+,107853682
5,217069655,217070825,-,107853647
5,217075995,217079000,-,107853681
5,217094763,217095908,-,107872171
5,217238085,217242031,-,107849663
5,217246300,217247993,-,124898635
5,217258488,217261280,+,124898796
5,217294749,217302234,-,124898636
5,217339330,217353170,+,107849792
5,217363489,217367995,-,107872169
5,217384277,217389096,-,124898797
5,217397826,217399625,+,107872685
5,217498609,217499795,-,107848781
5,217503354,217504926,+,124898798
5,217519790,217520407,+,124898637
5,217540259,217543033,+,107849630
5,217592004,217595178,-,107870223
5,217602804,217604258,+,124898799
5,217610400,217613451,-,107870224
5,217614477,217625166,-,107870225
5,217625896,217634912,-,107870226
5,217655352,217655750,+,107871573
5,217664418,217665730,-,107871574
5,217674742,217675644,-,107871575
5,217713192,217713620,+,107871577
5,217714375,217720673,-,124898638
5,217753976,217755914,-,107872299
5,217767467,217774086,+,107870228
5,217781847,217788955,-,107870229
5,217795252,217800435,-,107870231
5,217814515,217817549,-,107872300
5,217828990,217834790,-,107870232
5,217847731,217850288,-,107870233
5,217863545,217872065,-,107870234
5,217935021,217940297,+,107872301
5,217962055,217963609,+,107872302
5,218072354,218080871,-,107853311
5,218084200,218093332,-,107870250
5,218094895,218100304,-,107870249
5,218116539,218133762,+,107870247
5,218134048,218141052,-,107870248
5,218145077,218151146,-,107870245
5,218157294,218161053,-,107870244
5,218171684,218179097,-,107870243
5,218187990,218193741,-,107870241
5,218199502,218201106,+,107872306
5,218211013,218213675,+,107871583
5,218231799,218235356,-,107871579
5,218268641,218273207,+,107870239
5,218275849,218284377,+,107870238
5,218287942,218291515,+,107870237
5,218292933,218300770,-,107870236
5,218307445,218308921,-,107872305
5,218370580,218371035,-,124898640
5,218381727,218384381,-,107870235
5,218407735,218408970,-,107870242
5,218410284,218411990,-,107871312
5,218431785,218434527,-,124885206
5,218434272,218434778,-,107872181
5,218486283,218489882,-,107872178
5,218621864,218632977,-,107871323
5,218640981,218649671,+,107871325
5,218659039,218668138,+,107871327
5,218672891,218675146,+,107871329
5,218676257,218680843,-,107871328
5,218702741,218707648,+,107871330
5,218708108,218710464,-,107871331
5,218710531,218711217,-,107872198
5,218715391,218736719,+,107871333
5,218738559,218740110,-,107871335
5,218745283,218749272,+,107871336
5,218755423,218758411,+,107872199
5,218765824,218770973,+,107871337
5,218771104,218794373,+,107872697
5,218785627,218788420,-,107872698
5,218809495,218812774,+,107871339
5,218824593,218837319,+,107871340
5,218987463,218991080,+,107871342
5,218993285,218995391,+,107872699
5,218999753,219022142,-,107871343
5,219075429,219080075,+,107871345
5,219089011,219095107,+,107871346
5,219100158,219106204,-,107871347
5,219112436,219122272,+,107871348
5,219123568,219129475,+,107871350
5,219130052,219137318,-,107871349
5,219142356,219155806,-,107871351
5,219157662,219160961,-,107871352
5,219161786,219172634,+,107871353
5,219195806,219199673,-,107871355
5,219206135,219208318,-,107872700
5,219213420,219217833,+,107871356
5,219220537,219229879,-,107871357
5,219245870,219251596,-,107871359
5,219267712,219286772,-,107871360
5,219307217,219312137,+,107871362
5,219312746,219313937,-,124898808
5,219314232,219317604,-,107872701
5,219319143,219323605,-,107871363
5,219325097,219330721,-,107871365
5,219332977,219340555,-,107871364
5,219342138,219345161,-,107871366
5,219346970,219349162,+,107872202
5,219350478,219350915,-,107872203
5,219350908,219352845,-,107874475
5,219352406,219352813,-,107872204
5,219354307,219364776,+,124898642
5,219382235,219385602,+,107871386
5,219386487,219392264,-,107871385
5,219394926,219400434,+,107871384
5,219402578,219408539,-,107871383
5,219410498,219416744,+,107871382
5,219418697,219420444,+,107871381
5,219427768,219431715,-,107871380
5,219450070,219457914,+,107871379
5,219459944,219468611,-,107871378
5,219482644,219484356,-,107871376
5,219488092,219491693,-,107871377
5,219501290,219501904,+,124898643
5,219520026,219522247,+,107872704
5,219526161,219535610,+,107871375
5,219548519,219554572,+,107871374
5,219555796,219556413,-,107872703
5,219599647,219621275,+,107871373
5,219859018,219861809,+,107871372
5,219862422,219865833,+,107871371
5,219866461,219870004,-,107871370
