,CHROM,START,END,STRAND,GENE
16639,5,30379094,30379482,-,Solyc05g024090.1
16640,5,30379661,30379987,-,Solyc05g024100.1
16641,5,30403509,30403717,+,Solyc05g024110.1
16642,5,30432820,30435041,-,Solyc05g024120.3
16643,5,30477269,30477493,-,Solyc05g024130.1
16644,5,30490116,30490532,-,Solyc05g024140.1
16645,5,30516510,30521961,-,Solyc05g024160.3
16646,5,30605193,30605519,+,Solyc05g024170.1
16647,5,30606619,30607427,-,Solyc05g024180.3
16648,5,30616785,30620445,-,Solyc05g024190.3
16649,5,30739847,30742988,+,Solyc05g150133.1
16650,5,30761918,30762078,+,Solyc05g024200.2
16651,5,30846430,30848405,-,Solyc05g024210.1
16652,5,30889025,30894880,-,LOC109120340
16653,5,30896633,30897878,-,Solyc05g024230.3
16654,5,30898573,30909233,+,Solyc05g024235.1
16655,5,30911418,30911754,+,Solyc05g024250.1
16656,5,30969410,30972024,+,Solyc05g024260.3
16657,5,30976364,30980876,+,LOC112941565
16658,5,31018566,31028460,-,Solyc05g024290.3
16659,5,31073422,31074128,+,Solyc05g024300.1
16660,5,31074381,31077775,+,Solyc05g024315.1
16661,5,31075419,31075603,-,Solyc05g024310.1
16662,5,31116972,31117043,-,TRNAV-UAC
16663,5,31129673,31130473,-,LOC104647521
16664,5,31183678,31184710,+,Solyc05g024330.1
16665,5,31202884,31204914,+,Solyc05g024340.1
16666,5,31240750,31240980,+,Solyc05g024350.1
16667,5,31369854,31370048,+,Solyc05g024360.1
16668,5,31370307,31371146,+,Solyc05g024370.1
16669,5,31454365,31464568,-,LOC112941566
16670,5,31464688,31474094,+,Solyc05g024380.1
16671,5,31477179,31479763,-,LOC109120230
16672,5,31546102,31548815,-,LOC112941456
16673,5,31613570,31615128,-,LOC104647523
16674,5,31633664,31634408,+,Solyc05g024385.1
16675,5,31641227,31642300,+,LOC109120231
16676,5,31655632,31658889,+,Solyc05g024410.4
16677,5,31694398,31695209,+,Solyc05g024420.1
16678,5,31720976,31722569,-,Solyc05g024430.3
16679,5,31724484,31724662,+,Solyc05g024440.1
16680,5,31736384,31737478,+,Solyc05g024450.1
16681,5,31817963,31819151,-,Solyc05g024453.1
16682,5,32235117,32237449,-,Solyc05g024457.1
16683,5,32815970,32822985,-,LOC112941493
16684,5,32872437,32879747,+,Solyc05g025500.3
16685,5,32947300,32959433,-,Solyc05g025510.3
16686,5,33085741,33087680,+,Solyc05g025513.1
16687,5,33138035,33150417,+,Solyc05g025517.1
16688,5,33152571,33152873,+,Solyc05g025530.1
16689,5,33158219,33158769,+,Solyc05g025540.1
16690,5,33261796,33262278,-,Solyc05g025550.1
16691,5,33550984,33551055,+,TRNAN-GUU
16692,5,33708357,33709144,-,LOC112941457
16693,5,33739127,33929163,-,LOC109120286
16694,5,33884837,33885017,+,Solyc05g025560.2
16695,5,34162761,34169120,-,LOC104647424
16696,5,34413865,34417685,+,Solyc05g025590.4
16697,5,34417599,34418175,-,Solyc05g025600.1
16698,5,35039190,35039606,+,Solyc05g025605.1
16699,5,35227840,35232817,-,Solyc05g025620.3
16700,5,35232655,35233567,-,Solyc05g025625.1
16701,5,35292101,35296713,-,Solyc05g025630.3
16702,5,35398022,35398488,-,Solyc05g025640.1
16703,5,35402518,35405439,-,Solyc05g025650.3
16704,5,35566615,35567353,+,Solyc05g025660.1
16705,5,35594360,35595034,+,Solyc05g025665.1
16706,5,35656578,35657472,-,LOC109120287
16707,5,35766297,35767749,-,Solyc05g025670.1
16708,5,35769110,35781512,-,Solyc05g025680.3
16709,5,35925662,35925998,-,Solyc05g025700.1
16710,5,36047379,36051011,+,Solyc05g025710.1
16711,5,36093019,36096783,+,Solyc05g025720.1
16712,5,36098362,36101970,+,Solyc05g025725.1
16713,5,36101681,36102893,-,Solyc05g025730.2
16714,5,36177130,36196937,-,LOC112941567
16715,5,36213953,36279955,-,Solyc05g025750.3
16716,5,36286472,36286996,+,LOC104647528
16717,5,36343812,36344096,-,Solyc05g025760.1
16718,5,36380811,36381227,-,Solyc05g025770.1
16719,5,36408740,36410544,+,LOC104647529
16720,5,36649360,36650078,+,LOC109120335
16721,5,36719952,36722145,+,Solyc05g025780.4
16722,5,36723514,36724086,+,Solyc05g025785.1
16723,5,36740589,36772502,-,Solyc05g025790.3
16724,5,36783705,36783857,+,Solyc05g025800.1
16725,5,36892185,36895755,-,Solyc05g025810.3
16726,5,36917507,36918187,-,Solyc05g025815.1
16727,5,36961144,36963242,-,Solyc05g025820.4
16728,5,37118402,37119398,+,Solyc05g025870.4
16729,5,37127617,37128883,+,Solyc05g025880.1
16730,5,37246175,37248321,-,Solyc05g025890.3
16731,5,37520593,37523079,-,Solyc05g025900.3
16732,5,37552835,37564043,+,Solyc05g025903.1
16733,5,37846065,37846598,+,LOC101255994
16734,5,37899882,37903566,+,Solyc05g025907.1
16735,5,37904080,37904566,+,Solyc05g025910.3
16736,5,38038868,38063209,+,Solyc05g025920.3
16737,5,38060561,38061073,+,LOC112941458
16738,5,38104167,38104555,-,Solyc05g025925.1
16739,5,38411513,38411971,+,Solyc05g025950.1
16740,5,38723879,38724550,-,LOC109120288
16741,5,38727394,38737213,-,Solyc05g025953.1
16742,5,38740093,38745796,-,Solyc05g025955.1
16743,5,38776043,38776521,+,Solyc05g150134.1
16744,5,38794470,38794802,+,Solyc05g025970.1
16745,5,38830901,38837532,+,Solyc05g025980.3
16746,5,38932200,38933134,+,Solyc05g025985.1
16747,5,39181775,39181927,+,Solyc05g025990.1
16748,5,39182237,39182407,+,Solyc05g026000.1
16749,5,39388578,39394366,+,LOC104647433
16750,5,39451225,39451635,+,Solyc05g026040.1
16751,5,39632658,39632905,-,LOC101260729
16752,5,39653089,39656951,+,Solyc05g026050.4
16753,5,39702437,39706397,+,Solyc05g026060.3
16754,5,39703865,39735705,+,Solyc05g026070.1
16755,5,39728116,39734836,+,Solyc05g026080.4
16756,5,39744707,39745187,+,Solyc05g026090.1
16757,5,39745790,39746440,+,Solyc05g026100.1
16758,5,39792432,39797853,+,Solyc05g026130.3
16759,5,39848790,39854120,+,Solyc05g026140.4
16760,5,39935758,39936568,+,Solyc05g026150.1
16761,5,39939418,39939900,-,Solyc05g026153.1
16762,5,39946511,39947681,+,Solyc05g150135.1
16763,5,40028939,40035696,+,Solyc05g026180.2
16764,5,40074331,40074491,+,Solyc05g026200.1
16765,5,40114881,40115383,+,Solyc05g026205.1
16766,5,40118568,40119745,-,Solyc05g026210.2
16767,5,40120734,40121290,-,Solyc05g026213.1
16768,5,40169009,40174619,-,Solyc05g026215.1
16769,5,40175926,40178398,-,Solyc05g026217.1
16770,5,40185827,40187475,+,Solyc05g026240.3
16771,5,40248513,40255906,+,Solyc05g026245.1
16772,5,40253612,40254464,+,Solyc05g026250.3
16773,5,40278161,40278495,+,Solyc05g026260.1
16774,5,40351637,40353444,-,LOC109120235
16775,5,40355673,40357447,+,LOC112941498
16776,5,40357535,40358275,+,LOC109120353
16777,5,40358840,40360051,+,LOC112941499
16778,5,40365327,40373661,-,LOC112941459
16779,5,40388240,40402780,-,Solyc05g026310.4
16780,5,40495254,40496034,-,Solyc05g150136.1
16781,5,40819731,40819961,+,Solyc05g026320.1
16782,5,40894561,40897902,-,Solyc05g026330.3
16783,5,40930676,40934166,+,Solyc05g026350.2
16784,5,40939447,40942893,+,Solyc05g026360.4
16785,5,41012754,41013538,+,Solyc05g026370.3
16786,5,41058366,41094239,-,Solyc05g026380.3
16787,5,41215462,41217429,+,LOC104647437
16788,5,41328384,41329365,-,LOC101264932
16789,5,41389188,41389358,-,Solyc05g026460.1
16790,5,41465407,41479400,+,Solyc05g026470.2
16791,5,41476695,41483111,+,Solyc05g026480.2
16792,5,41490717,41491359,-,Solyc05g026485.1
16793,5,41505098,41514775,-,Solyc05g026490.3
16794,5,41539594,41543116,+,LOC109120348
16795,5,41602782,41604711,-,Solyc05g026500.1
16796,5,41682742,41702063,-,Solyc05g026510.4
16797,5,41729409,41731609,+,LOC104647538
16798,5,41733204,41734334,-,Solyc05g026520.2
16799,5,41740455,41746597,+,Solyc05g026540.3
16800,5,41748765,41751699,-,Solyc05g026550.3
16801,5,41790587,41791553,-,LOC104647539
16802,5,42009698,42014967,-,LOC104647438
16803,5,42036251,42049546,+,Solyc05g026560.3
16804,5,42053767,42054978,+,Solyc05g026570.3
16805,5,42120813,42121757,-,Solyc05g026590.2
16806,5,42126060,42128130,+,Solyc05g026595.1
16807,5,42130765,42131961,+,Solyc05g026600.3
16808,5,42136274,42136828,+,Solyc05g026603.1
16809,5,43450003,43450746,+,LOC104647549
16810,5,43705392,43705990,-,Solyc05g026607.1
16811,5,43793925,43800263,-,Solyc05g032880.3
16812,5,43900759,43909930,-,LOC101248877
16813,5,44007826,44008335,+,LOC101253785
16814,5,44034537,44044798,-,Solyc05g032850.3
16815,5,44163319,44165067,-,Solyc05g032840.1
16816,5,44504682,44508001,+,LOC109120360
16817,5,44670607,44672091,-,Solyc05g032820.3
16818,5,44880912,44882554,+,LOC112941461
16819,5,44884716,44885488,+,Solyc05g032825.1
16820,5,44885497,44888474,+,Solyc05g032780.1
16821,5,45112432,45132455,+,Solyc05g032770.4
16822,5,45134647,45138864,-,Solyc05g032750.3
16823,5,45282688,45282894,+,Solyc05g032740.1
16824,5,45283200,45283366,+,Solyc05g032730.1
16825,5,45376313,45376959,+,Solyc05g032735.1
16826,5,45834350,45835056,+,LOC101251984
16827,5,45935025,45937800,-,LOC112941462
16828,5,45956355,46028033,+,Solyc05g032690.2
16829,5,45958453,45961307,-,Solyc05g032710.4
16830,5,45983623,45987535,-,LOC104647544
16831,5,46027105,46029017,+,Solyc05g032680.4
16832,5,46150565,46153960,+,Solyc05g032670.3
16833,5,46272520,46287670,+,Solyc05g032660.4
16834,5,46428420,46431360,-,LOC104647547
16835,5,46434771,46434871,+,LOC112941611
16836,5,46498477,46499901,+,Solyc05g032650.3
16837,5,46582006,46582220,-,Solyc05g032640.1
16838,5,46732658,46732954,-,Solyc05g032630.1
16839,5,47045572,47046448,+,LOC104647546
16840,5,47057316,47060092,-,LOC101246927
16841,5,47082553,47082753,+,Solyc05g032620.1
16842,5,47297225,47297857,-,LOC109120359
16843,5,47329131,47331441,-,Solyc05g031600.3
16844,5,48202672,48204711,-,Solyc05g039910.1
16845,5,48206751,48207267,+,Solyc05g150137.1
16846,5,48422259,48423323,+,Solyc05g039940.2
16847,5,48620929,48624446,+,LOC112941571
16848,5,48639125,48642409,+,LOC104647659
16849,5,48664910,48666692,-,LOC101258755
16850,5,49186078,49188779,-,Solyc05g039950.2
16851,5,49222091,49222931,-,Solyc05g039960.1
16852,5,49382083,49382703,-,Solyc05g039970.1
16853,5,49430897,49431940,+,Solyc05g039990.4
16854,5,49560637,49564129,+,LOC112941503
16855,5,49572876,49599620,-,LOC104647657
16856,5,49624243,49624511,+,Solyc05g040000.1
16857,5,49630798,49631414,-,Solyc05g040010.3
16858,5,49701630,49702004,-,Solyc05g040020.2
16859,5,49734607,49734779,-,Solyc05g040030.1
16860,5,49803117,49803697,+,Solyc05g040040.1
16861,5,49857920,49861784,+,Solyc05g040050.3
16862,5,49870191,49870571,+,Solyc05g040060.1
16863,5,49870502,49874290,-,LOC104647656
16864,5,49876600,49878585,-,Solyc05g040065.1
16865,5,49931448,49931716,+,Solyc05g040090.1
16866,5,49932059,49936268,+,Solyc05g040100.4
16867,5,50103797,50105406,+,Solyc05g041100.3
16868,5,50148296,50148658,+,LOC101256676
16869,5,50270858,50272374,-,Solyc05g041110.3
16870,5,50278288,50278941,-,Solyc05g041113.1
16871,5,50405097,50408487,+,LOC104647654
16872,5,50432997,50433757,-,Solyc05g150138.1
16873,5,50440475,50441096,+,Solyc05g041140.4
16874,5,50503851,50507915,+,LOC112941505
16875,5,50525251,50529969,+,Solyc05g041145.1
16876,5,50568098,50568812,-,Solyc05g041150.1
16877,5,50615822,50616500,+,Solyc05g041160.3
16878,5,50847602,50850786,-,Solyc05g041170.3
16879,5,50938595,50953043,+,Solyc05g041173.1
16880,5,50980081,50984109,+,Solyc05g041177.1
16881,5,51056327,51057385,-,LOC101255496
16882,5,51092900,51093316,+,LOC101255200
16883,5,51104539,51109040,-,Solyc05g041200.4
16884,5,51280747,51281283,+,Solyc05g041210.1
16885,5,51395567,51400755,+,Solyc05g041220.3
16886,5,51608855,51610471,+,Solyc05g041230.1
16887,5,51722090,51723640,+,Solyc05g041240.1
16888,5,51807952,51808294,+,Solyc05g041260.1
16889,5,51808480,51808692,+,Solyc05g041270.1
16890,5,51811916,51812098,-,Solyc05g041280.1
16891,5,51948072,51950242,+,Solyc05g041300.3
16892,5,52052503,52054411,+,Solyc05g041310.1
16893,5,52054439,52055077,+,Solyc05g041320.2
16894,5,52062323,52065913,+,Solyc05g041330.1
16895,5,52085883,52087904,+,Solyc05g041340.2
16896,5,52152251,52152469,+,Solyc05g041350.1
16897,5,52208387,52219494,-,Solyc05g041370.1
16898,5,52240464,52240880,-,Solyc05g041390.1
16899,5,52446998,52447549,-,LOC101251887
16900,5,52495929,52498295,-,LOC104647645
16901,5,52528495,52531559,+,Solyc05g041420.4
16902,5,52555097,52557805,+,Solyc05g041430.3
16903,5,52654069,52672748,-,Solyc05g041440.4
16904,5,52662185,52666545,+,LOC104647643
16905,5,52673255,52678127,-,Solyc05g041470.2
16906,5,52811894,52812304,+,LOC112941506
16907,5,52916105,52916515,+,Solyc05g041500.1
16908,5,52923925,52924429,+,Solyc05g041510.1
16909,5,52951779,52951951,+,Solyc05g041520.1
16910,5,52953647,52958760,+,Solyc05g041530.3
16911,5,52959350,52969856,+,Solyc05g041540.4
16912,5,53012875,53013468,-,LOC101250411
16913,5,53056066,53060310,+,LOC112941464
16914,5,53110403,53112385,+,LOC112941573
16915,5,53125125,53127663,+,LOC104647642
16916,5,53158915,53170033,+,Solyc05g041570.3
16917,5,53172531,53175473,+,Solyc05g041580.1
16918,5,53190624,53192514,+,Solyc05g041590.4
16919,5,53328215,53330404,+,Solyc05g041610.3
16920,5,53405873,53420249,+,Solyc05g041620.3
16921,5,53431654,53435102,+,Solyc05g150139.1
16922,5,53435100,53436470,+,Solyc05g041625.1
16923,5,53483808,53484408,+,LOC104647723
16924,5,53579553,53580249,-,Solyc05g150140.1
16925,5,53596315,53598297,+,Solyc05g041640.3
16926,5,53770766,53771504,+,Solyc05g041650.1
16927,5,53869377,53870695,+,Solyc05g041660.1
16928,5,53870832,53871174,+,Solyc05g041670.3
16929,5,54097672,54099463,+,LOC109120337
16930,5,54162771,54164947,-,Solyc05g041690.3
16931,5,54176464,54186022,-,LOC112941507
16932,5,54246312,54246574,+,Solyc05g041700.1
16933,5,54248643,54252401,-,Solyc05g041710.3
16934,5,54277488,54281608,-,Solyc05g041720.2
16935,5,54338162,54338326,+,Solyc05g041730.1
16936,5,54493974,54494218,+,Solyc05g041750.1
16937,5,54533546,54548818,+,Solyc05g041760.1
16938,5,54551463,54552239,+,LOC109120296
16939,5,54552222,54555268,+,Solyc05g041770.3
16940,5,54554080,54558023,+,LOC104647634
16941,5,54559670,54562113,+,Solyc05g041780.1
16942,5,54600586,54601534,-,Solyc05g041785.1
16943,5,54609560,54614744,-,Solyc05g041820.1
16944,5,54623499,54644778,+,Solyc05g041860.4
16945,5,54643677,54644414,-,Solyc05g041870.2
16946,5,54661775,54662007,-,Solyc05g041880.2
16947,5,54810238,54820087,+,LOC112941574
16948,5,54841833,54843097,-,LOC104647719
16949,5,55034471,55037234,+,Solyc05g041910.3
16950,5,55078616,55081510,+,LOC112941508
16951,5,55089786,55093414,-,Solyc05g041920.3
16952,5,55147236,55147496,+,Solyc05g041940.1
16953,5,55149396,55154280,+,Solyc05g041950.1
16954,5,55224879,55225133,+,Solyc05g041960.1
16955,5,55225456,55226465,+,Solyc05g041970.1
16956,5,55283211,55283359,+,Solyc05g041990.1
16957,5,55294129,55304121,+,Solyc05g150141.1
16958,5,55334907,55336997,-,Solyc05g042010.1
16959,5,55338415,55339675,-,Solyc05g042015.1
16960,5,55342136,55342302,+,Solyc05g042020.1
16961,5,55345490,55353243,+,Solyc05g042030.3
16962,5,55357728,55365626,-,Solyc05g042040.3
16963,5,55389014,55409432,-,Solyc05g042050.4
16964,5,55452645,55496949,-,Solyc05g042060.1
16965,5,55508790,55509084,-,Solyc05g042070.4
16966,5,55648016,55650592,-,LOC101252184
16967,5,55661233,55663459,+,LOC104647717
16968,5,55733215,55733807,+,Solyc05g042090.2
16969,5,55735977,55736597,+,Solyc05g042100.1
16970,5,55736700,55736902,+,Solyc05g042110.1
16971,5,55819967,55837899,+,Solyc05g042120.4
16972,5,55873376,55873888,+,LOC104647713
16973,5,55926101,55927637,-,Solyc05g042150.2
16974,5,55931042,55932594,+,Solyc05g042155.1
16975,5,55933762,55936027,+,Solyc05g042160.1
16976,5,55938797,55939081,-,Solyc05g042170.1
16977,5,56007015,56008210,+,Solyc05g042180.3
16978,5,56288985,56292066,-,Solyc05g042185.1
16979,5,56320831,56322735,-,Solyc05g043210.3
16980,5,56419318,56423156,-,Solyc05g043230.1
16981,5,56424683,56424871,-,Solyc05g043240.1
16982,5,56489262,56492596,-,Solyc05g043243.1
16983,5,56516146,56520972,-,LOC104647616
16984,5,56643808,56648098,-,Solyc05g043247.1
16985,5,56735898,56736941,-,Solyc05g043290.1
16986,5,56761345,56762676,+,LOC109120300
16987,5,56763140,56764618,+,Solyc05g043300.1
16988,5,56780533,56791558,+,Solyc05g043320.3
16989,5,56808440,56821323,+,LOC104647710
16990,5,56830038,56834487,+,Solyc05g043330.3
16991,5,56859401,56877443,+,Solyc05g043350.4
16992,5,56923976,56928970,+,Solyc05g043360.3
16993,5,56960997,56961320,-,LOC109120301
16994,5,57053839,57056439,+,LOC104647612
16995,5,57110230,57118364,-,Solyc05g043380.1
16996,5,57130858,57158126,-,Solyc05g043405.1
16997,5,57131357,57132061,-,Solyc05g043390.2
16998,5,57140243,57140421,-,Solyc05g043400.2
16999,5,57157659,57158351,-,Solyc05g043410.1
17000,5,57167347,57173805,-,Solyc05g043420.2
17001,5,57213736,57213818,-,TRNAL-UAA
17002,5,57221551,57230325,-,Solyc05g043430.4
17003,5,57236242,57237068,-,Solyc05g043440.1
17004,5,57281651,57289631,+,LOC109120356
17005,5,57290650,57291482,+,LOC109120350
17006,5,57291525,57292273,-,LOC112941509
17007,5,57292218,57292765,-,LOC101264828
17008,5,57294731,57295561,-,Solyc05g044440.1
17009,5,57297767,57299269,-,Solyc05g044450.1
17010,5,57300470,57300976,-,Solyc05g044460.1
17011,5,57317782,57318249,-,Solyc05g150142.1
17012,5,57403478,57404230,+,LOC101263614
17013,5,57412715,57418570,-,Solyc05g044470.3
17014,5,57420464,57428425,-,Solyc05g044480.3
17015,5,57471180,57478165,+,Solyc05g044490.3
17016,5,57481912,57484689,-,Solyc05g044500.1
17017,5,57549581,57554832,-,Solyc05g044510.2
17018,5,57579282,57589006,-,Solyc05g044513.1
17019,5,57603076,57608542,-,Solyc05g044517.1
17020,5,57641148,57644471,+,Solyc05g044540.3
17021,5,57647506,57648520,-,Solyc05g044545.1
17022,5,57692102,57692542,-,Solyc05g044550.1
17023,5,57703625,57706849,-,Solyc05g044555.1
17024,5,57810087,57810656,-,LOC101261820
17025,5,57841532,57844381,-,Solyc05g044560.1
17026,5,57892841,57896331,-,Solyc05g044570.2
17027,5,57914977,57932936,-,LOC101248392
17028,5,57984822,57994459,-,Solyc05g044590.1
17029,5,58014837,58017098,-,Solyc05g044600.1
17030,5,58027441,58044833,-,Solyc05g044610.3
17031,5,58077007,58078517,+,Solyc05g044620.3
17032,5,58080437,58083888,+,Solyc05g044630.3
17033,5,58234350,58240521,+,Solyc05g045650.4
17034,5,58247952,58250613,+,Solyc05g045660.3
17035,5,58269637,58273262,+,Solyc05g045670.4
17036,5,58287510,58289238,-,Solyc05g045675.1
17037,5,58300302,58300696,-,Solyc05g045690.1
17038,5,58341349,58342419,+,Solyc05g045700.1
17039,5,58404538,58405726,-,Solyc05g045710.3
17040,5,58409284,58412302,-,Solyc05g045720.1
17041,5,58424975,58425205,+,Solyc05g045760.1
17042,5,58426338,58426568,+,Solyc05g045770.1
17043,5,58426848,58428076,+,Solyc05g045780.1
17044,5,58434542,58435658,-,Solyc05g045800.1
17045,5,58445451,58445659,+,Solyc05g045820.1
17046,5,58447041,58447307,+,Solyc05g045822.1
17047,5,58447543,58447775,+,Solyc05g045824.1
17048,5,58447916,58448178,+,Solyc05g045826.1
17049,5,58448726,58449034,+,Solyc05g045828.1
17050,5,58449059,58450059,+,Solyc05g045840.1
17051,5,58450115,58450359,+,Solyc05g045850.3
17052,5,58451804,58452246,+,Solyc05g045870.2
17053,5,58455857,58457045,-,Solyc05g045880.1
17054,5,58460501,58461795,-,Solyc05g045890.1
17055,5,58470428,58470984,+,Solyc05g045920.1
17056,5,58471337,58473641,+,Solyc05g045930.1
17057,5,58477539,58478487,-,Solyc05g045927.1
17058,5,58624419,58624871,-,LOC112941511
17059,5,58628118,58628630,-,Solyc05g045950.3
17060,5,58663143,58666109,+,Solyc05g045953.1
17061,5,58665998,58668628,+,Solyc05g045957.1
17062,5,58755797,58756417,-,Solyc05g045970.2
17063,5,58816282,58816935,-,LOC104647704
17064,5,58864621,58864821,+,Solyc05g045980.1
17065,5,58884958,58887122,+,Solyc05g046000.4
17066,5,58895190,58897157,-,Solyc05g046010.4
17067,5,58955218,58956720,+,Solyc05g046020.3
17068,5,58979247,58980841,+,Solyc05g046030.4
17069,5,58987454,58987562,+,LOC112941605
17070,5,59021190,59025020,+,Solyc05g046040.2
17071,5,59068046,59068278,-,Solyc05g046100.1
17072,5,59100590,59104128,+,Solyc05g046110.4
17073,5,59105637,59105709,-,TRNAA-AGC
17074,5,59106878,59113444,+,Solyc05g046120.3
17075,5,59113942,59116746,-,Solyc05g046130.4
17076,5,59171018,59172514,-,Solyc05g046140.3
17077,5,59177227,59177911,+,Solyc05g150143.1
17078,5,59188246,59196220,-,Solyc05g046150.3
17079,5,59197660,59203983,-,Solyc05g046160.1
17080,5,59201432,59201634,-,Solyc05g046170.1
17081,5,59209789,59210444,+,Solyc05g046180.1
17082,5,59211742,59212008,-,Solyc05g046190.1
17083,5,59221169,59223500,-,Solyc05g046200.3
17084,5,59229055,59241575,-,Solyc05g150144.1
17085,5,59242913,59244293,-,Solyc05g046215.1
17086,5,59242992,59243188,-,Solyc05g046210.3
17087,5,59266294,59266584,-,Solyc05g046220.1
17088,5,59272924,59275968,+,Solyc05g046225.1
17089,5,59276837,59277243,+,Solyc05g046240.1
17090,5,59290005,59291092,-,Solyc05g046270.3
17091,5,59317526,59319688,+,Solyc05g046280.3
17092,5,59317557,59328031,+,Solyc05g150145.1
17093,5,59325080,59327784,+,Solyc05g150146.1
17094,5,59336801,59339510,+,Solyc05g046290.3
17095,5,59353299,59354706,+,LOC104647601
17096,5,59366685,59375205,+,Solyc05g046300.3
17097,5,59375415,59378236,-,Solyc05g046310.3
17098,5,59400978,59401943,-,Solyc05g046320.1
17099,5,59411731,59425346,-,Solyc05g046330.4
17100,5,59476654,59479779,+,Solyc05g046340.2
17101,5,59498020,59500271,+,LOC109120332
17102,5,59614123,59614875,+,Solyc05g046350.1
17103,5,59662442,59664291,+,Solyc05g046360.3
17104,5,59664697,59664911,-,Solyc05g046370.1
17105,5,59664960,59665258,-,Solyc05g046380.1
17106,5,59666246,59671036,-,Solyc05g046390.3
17107,5,59683713,59684271,+,Solyc05g047390.1
17108,5,59689420,59689514,-,LOC112941602
17109,5,59706789,59707075,-,Solyc05g047400.1
17110,5,59716856,59728483,+,Solyc05g047420.4
17111,5,59737693,59737919,-,Solyc05g047430.1
17112,5,59743009,59743271,-,Solyc05g047440.1
17113,5,59745315,59752018,+,Solyc05g047450.3
17114,5,59755104,59761793,-,Solyc05g047460.3
17115,5,59802491,59803427,+,Solyc05g047470.1
17116,5,59806592,59807304,-,Solyc05g047480.2
17117,5,59810798,59811895,+,Solyc05g047485.1
17118,5,59849483,59850650,+,Solyc05g047510.3
17119,5,59855857,59864114,+,Solyc05g047520.4
17120,5,59864127,59865956,-,Solyc05g047530.3
17121,5,59874726,59879596,-,Solyc05g047550.4
17122,5,59879774,59883287,-,Solyc05g047560.1
17123,5,59885544,59888924,-,Solyc05g047570.2
17124,5,59891679,59902841,-,Solyc05g047580.4
17125,5,59943338,59945982,-,Solyc05g047590.4
17126,5,59953266,59957829,-,Solyc05g047600.4
17127,5,59957881,59958809,-,Solyc05g047610.3
17128,5,59959098,59983054,-,Solyc05g047640.3
17129,5,59981410,59982808,+,Solyc05g047643.1
17130,5,59981462,59983184,-,Solyc05g047645.1
17131,5,60004407,60004486,+,Solyc05g047647.1
17132,5,60010708,60011316,+,Solyc05g047670.1
17133,5,60015030,60016963,+,Solyc05g047680.4
17134,5,60022553,60027565,+,Solyc05g047690.3
17135,5,60034909,60039833,+,Solyc05g047710.3
17136,5,60043529,60051553,-,Solyc05g150147.1
17137,5,60064149,60065189,-,Solyc05g150148.1
17138,5,60069789,60070993,-,Solyc05g150149.1
17139,5,60087780,60088739,+,LOC104647698
17140,5,60104748,60105530,+,Solyc05g150150.1
17141,5,60144157,60148673,-,LOC104647695
17142,5,60156266,60158255,+,Solyc05g048740.3
17143,5,60189608,60197878,-,Solyc05g048750.3
17144,5,60248790,60249610,+,Solyc05g048755.1
17145,5,60252145,60258702,+,Solyc05g048760.3
17146,5,60273701,60288627,+,Solyc05g048770.3
17147,5,60288936,60297409,+,Solyc05g048780.1
17148,5,60297856,60298434,+,Solyc05g048790.1
17149,5,60310683,60313409,-,Solyc05g048800.3
17150,5,60348749,60355351,-,Solyc05g048810.4
17151,5,60368414,60371034,+,Solyc05g048820.3
17152,5,60371235,60373635,-,Solyc05g048830.3
17153,5,60387349,60390032,-,Solyc05g048840.1
17154,5,60402696,60418066,-,Solyc05g048850.4
17155,5,60411289,60443689,-,Solyc05g048860.3
17156,5,60460851,60462437,-,Solyc05g049860.3
17157,5,60468630,60471428,+,Solyc05g049870.3
17158,5,60471508,60479881,-,Solyc05g049880.3
17159,5,60499934,60500208,+,Solyc05g049890.1
17160,5,60590818,60594745,+,Solyc05g049900.3
17161,5,60595417,60595490,-,TRNAV-CAC
17162,5,60610928,60612452,+,Solyc05g049910.3
17163,5,60628266,60628534,+,Solyc05g049920.1
17164,5,60631937,60633057,+,Solyc05g049930.1
17165,5,60636390,60640181,+,Solyc05g049940.3
17166,5,60647782,60650506,+,Solyc05g049950.3
17167,5,60654461,60654546,+,TRNAY-GUA
17168,5,60655728,60663135,-,Solyc05g049960.4
17169,5,60669196,60674062,+,Solyc05g049970.3
17170,5,60674392,60677876,-,Solyc05g049980.3
17171,5,60697010,60699463,+,Solyc05g049990.4
17172,5,60701717,60706284,-,Solyc05g050000.3
17173,5,60711509,60712323,-,Solyc05g050003.1
17174,5,60732598,60734232,-,Solyc05g050007.1
17175,5,60739634,60742476,+,Solyc05g050010.3
17176,5,60742936,60745815,-,Solyc05g150151.1
17177,5,60757848,60758678,+,LOC109120303
17178,5,60773667,60780058,-,Solyc05g050020.3
17179,5,60785863,60785933,+,TRNAG-GCC
17180,5,60786025,60786108,+,TRNAL-CAA
17181,5,60812733,60819282,+,Solyc05g050040.3
17182,5,60830240,60831361,-,LOC112941466
17183,5,60836714,60837902,-,Solyc05g050050.1
17184,5,60842485,60859273,+,Solyc05g050053.1
17185,5,60874698,60876134,-,Solyc05g050057.1
17186,5,60893864,60895164,-,Solyc05g050060.1
17187,5,60908683,60909241,-,Solyc05g050065.1
17188,5,60928479,60929551,+,Solyc05g050070.1
17189,5,60938062,60939811,+,Solyc05g050090.4
17190,5,60941821,60941993,-,Solyc05g050100.1
17191,5,60942844,60947175,+,Solyc05g050110.3
